id,created_at,text,retweet_count,favorite_count
948932080133660672,2018-01-04 15:00:12,b'RT @mPowerSolarGen: How #Google Hit Its Staggering Goal of Running 100% #Wind and #Solar Energy\n#energy #environment #technology #PV\nby @mi\xe2\x80\xa6',4,0
948932052241539073,2018-01-04 15:00:06,"b'According to Business in the Community figures, poor #eating habits are costing UK #employers around \xc2\xa317 billion a\xe2\x80\xa6 https://t.co/4VJL4boPCi'",0,0
948932030099681281,2018-01-04 15:00:00,b'RT @CECHR_UoD: Brazil announces end to Amazon mega-dam building policy\nhttps://t.co/xh1IHsV1eU  #megahydro #megadam #environment #BeloMonte\xe2\x80\xa6',8,0
948931987720597504,2018-01-04 14:59:50,b'The latest #Environment! https://t.co/ekUY8s69Km #climatechange',0,0
948931970586828800,2018-01-04 14:59:46,b'RT @wef: Climate change is going to drive thousands of refugees to cooler countries https://t.co/KVcuWa25Km #environment https://t.co/ORS7U\xe2\x80\xa6',52,0
948931607880175616,2018-01-04 14:58:20,b'What actually happened in 2017 on #climate and the #environment? \n#BestOf2017 #yearinreview  https://t.co/0vugssF9Qe',0,0
948931527265710083,2018-01-04 14:58:01,b'Brazil announces end to Amazon mega-dam building policy\nhttps://t.co/xh1IHsV1eU  #megahydro #megadam #environment\xe2\x80\xa6 https://t.co/ec5MaTxEDf',8,9
948931501780959234,2018-01-04 14:57:54,b'RT @WeDontHaveTime0: In a New Zealand newspaper 1912. If we only had listened. #environment https://t.co/ycdSDxPODn',3199,0
948931276974764032,2018-01-04 14:57:01,b'Follow @upscmeme\nFor intellectual jokes related to current affairs.\nThe best page for UPSC and other exams related\xe2\x80\xa6 https://t.co/MA36niwO1Z',0,0
948931137501630464,2018-01-04 14:56:28,"b""Alaskan infant's DNA tells story of 'first Americans' #Science #environment  https://t.co/0j4S9KzT5C""",0,0
948930994211577857,2018-01-04 14:55:53,b'Here\xe2\x80\x99s One Important Lesson From 2017\xe2\x80\x99s Environmental Disasters: Change and adapt https://t.co/6WiQ282uOh #Environment',0,0
948930992164737029,2018-01-04 14:55:53,b'California bill seeks to ban sale of all fossil-fuelled vehicles by 2040. https://t.co/d2zOmQrg8Z #Environment',0,0
948930811348299776,2018-01-04 14:55:10,"b'New ""best science of tech book of 2017"" on what scientists are learning about #climatechange from indigenous people\xe2\x80\xa6 https://t.co/Qp24fx2HRC'",0,2
948930749515911168,2018-01-04 14:54:55,b'Follow @upscmeme\nFor intellectual jokes related to current affairs.\nThe best page for UPSC and other exams related\xe2\x80\xa6 https://t.co/WWUCyCVgKc',0,0
948930735603421185,2018-01-04 14:54:52,b'RT @EcoInternet3: Magnitude 4.5 earthquake rocks San Francisco Bay Area: Physorg https://t.co/QxI9itPhqx #environment',4,0
948930626144518144,2018-01-04 14:54:26,b'RT @ReachScale: Seven charts that explain the #plastic #pollution problem https://t.co/eEMwY3IldI via @SustMeme #environment cc @simplysust\xe2\x80\xa6',8,0
948930494535798784,2018-01-04 14:53:54,b'Ancient Tree Structure Is Like a Forest unto Itself https://t.co/NxHsAcisVC -Scientific American #advances #sustainability #environment',0,1
948930414365650944,2018-01-04 14:53:35,b'Reversing the \xe2\x80\x9csands of time\xe2\x80\x9d. #Africa #Sahara #environment #GreenWall https://t.co/bYDSqjUccY https://t.co/G60Knp39c0',0,0
948930412008689664,2018-01-04 14:53:35,"b""RT @Cawthron_NZ: Is your New Year's resolution to work for an organisation passionate about #environment, scientific excellence, and #susta\xe2\x80\xa6""",1,0
948930399916511232,2018-01-04 14:53:32,"b'RT @PierreCrom: First time in history, all 5 flood barriers closing in The Netherlands due to a storm #Europe #NL #environment #KingdomNL h\xe2\x80\xa6'",45,0
948930311898804224,2018-01-04 14:53:11,"b'RT @PierreCrom: First time in history, all 5 flood barriers closing in The Netherlands due to a storm #Europe #NL #environment #KingdomNL h\xe2\x80\xa6'",45,0
948930296120004608,2018-01-04 14:53:07,"b'RT @cassandra17lina: E for #environment, being destroyed \nBy #fossilfuel sociopaths #Trump has employed https://t.co/DBPXG2CiWQ'",3,0
948930144131051520,2018-01-04 14:52:31,"b'Industrial Nanotech, Inc. Provides 2018 Shareholder Update https://t.co/dEFEqjJZLm #environment #green #energy'",0,0
948930105518075904,2018-01-04 14:52:22,b'RT @EcoInternet3: Magnitude 4.5 earthquake rocks San Francisco Bay Area: Physorg https://t.co/QxI9itPhqx #environment',4,0
948930036169453569,2018-01-04 14:52:05,b'Magnitude 4.5 earthquake rocks San Francisco Bay Area: Physorg https://t.co/QxI9itPhqx #environment',4,1
948929815637147649,2018-01-04 14:51:12,"b'RT @PierreCrom: First time in history, all 5 flood barriers closing in The Netherlands due to a storm #Europe #NL #environment #KingdomNL h\xe2\x80\xa6'",45,0
948929777926160384,2018-01-04 14:51:03,b'An Endless Crime: BHP Billiton and Vale\xe2\x80\x99s Sludge Still Harming Brazil: Friends of the Earth International\xe2\x80\xa6 https://t.co/gUGv6NVgJz',0,0
948929702802153472,2018-01-04 14:50:46,b'Raising the roof on #sustainability: a new Technical Insight shows how #solar energy supports our customers &amp; prote\xe2\x80\xa6 https://t.co/m7n23g3jJE',0,3
948929669117734912,2018-01-04 14:50:38,"b'RT @EcoInternet3: 2017 was second hottest year on record, after 2016: European data: Reuters https://t.co/D04i7CINgJ #environment'",2,0
948929575358287873,2018-01-04 14:50:15,"b'RT @SEIclimate: Agent-based modelling: A tool for addressing the complexity of #environment, #development policy issues. https://t.co/XxN4T\xe2\x80\xa6'",6,0
948929549970046976,2018-01-04 14:50:09,b'Wil jij net als ons dat de wereld een stukje duurzamer wordt? Wat doe jij dit jaar aan de #UWCvalue #environment en\xe2\x80\xa6 https://t.co/Wo0M3XU2fE',0,1
948929515937583104,2018-01-04 14:50:01,"b""#theguardian #environment Over half of Norway's new car sales now electric or hybrid, figures show https://t.co/Wdk5sld1Of""",0,0
948929403685408769,2018-01-04 14:49:34,b'#technology #cars #Auto #Tesla #ecology #ElectricCars #climatechange #ClimateChangeIsReal #environmentalhealth\xe2\x80\xa6 https://t.co/UkBfR13NMz',0,0
948929357275426816,2018-01-04 14:49:23,b'St\xc3\xa9phane Leblanc discusses our #partnership model https://t.co/8AsQzG8nZe at the  @northernminer progressive #mine\xe2\x80\xa6 https://t.co/sZoRvjMgoi',0,1
948929065108541441,2018-01-04 14:48:14,b'Everyone has a role to play in taking care of our #environment. May one of these eco-friendly inventions inspire yo\xe2\x80\xa6 https://t.co/CZZiEjlpep',0,1
948929003997487105,2018-01-04 14:47:59,"b'RT @atish_hc: Otters r essential to the survival of humans #Bidiversity #Ecosystem #EcologicalBalance #Environment #Rivers. ""Continuous dec\xe2\x80\xa6'",2,0
948928899710320640,2018-01-04 14:47:34,b'@PolarWalk Indeed. Single use plastic is choking our oceans and fill landfills. There\xe2\x80\x99s a Brazil 2014 soccer ball i\xe2\x80\xa6 https://t.co/qMdS3rh1R5',0,0
948928881603510272,2018-01-04 14:47:30,b'RT @SpatialAce: The case for #technology investments in the #environment https://t.co/Ceuu2VVKig #GIS #Esri #Microsoft #AI #aiforearth #cli\xe2\x80\xa6',2,0
